תאריך,שעה,סוג,בסיס,פקיעה,פתיחה%,נעילה,יומי%,מחזור,עסקאות,נקודות,אחוז
12.7.2018,9:45:34,W,"1,540.20","1,545.94",0.37%,"1,549.70",0.62%,61.2,"1,457",19.65,1.29%
5.7.2018,9:45:23,W,"1,525.69","1,526.29",0.04%,"1,523.75",0.13%,46.4,"1,298",5.33,0.35%
28.6.2018,9:45:28,M,"1,530.25","1,520.96",0.61%,"1,516.83",0.88%,360.2,"1,909",18.33,1.19%
21.6.2018,9:52:18,W,"1,537.01","1,539.29",0.15%,"1,528.47",0.56%,114.5,"1,429",5.7,0.37%
14.6.2018,9:45:04,W,"1,540.30","1,533.59",0.44%,"1,542.16",0.12%,69.4,"1,125",1.1,0.07%
7.6.2018,9:45:56,W,"1,527.31","1,534.69",0.48%,"1,532.15",0.32%,113.3,"1,394",17.05,1.12%
31.5.2018,9:45:20,W,"1,512.44","1,517.64",0.34%,"1,512.01",0.03%,99.9,"1,424",8.06,0.53%
24.5.2018,9:48:47,M,"1,511.50","1,525.70",0.94%,"1,516.32",0.32%,833.6,"3,559",20.45,1.36%
17.5.2018,9:45:23,W,"1,502.42","1,505.25",0.19%,"1,516.37",0.93%,66.7,"1,750",31.64,2.15%
10.5.2018,9:52:57,W,"1,469.98","1,473.61",0.25%,"1,472.19",0.15%,65.1,"1,488",1.37,0.09%
3.5.2018,9:45:58,W,"1,476.20","1,474.98",0.08%,"1,468.91",0.49%,100,"1,787",3.22,0.22%
26.4.2018,9:45:44,M,"1,459.83","1,471.76",0.82%,"1,466.89",0.48%,409.4,"2,499",14.37,0.97%
17.4.2018,9:45:14,W,"1,476.26","1,486.13",0.67%,"1,484.42",0.55%,55.9,"1,394",37.32,2.58%
12.4.2018,9:45:18,W,"1,439.44","1,448.81",0.65%,"1,461.65",1.54%,149.7,"2,072",24.8,1.74%
4.4.2018,9:45:16,W,"1,423.86","1,424.01",0.01%,"1,391.67",2.26%,35.6,"1,342",14.93,1.04%
29.3.2018,9:51:21,M,"1,434.43","1,438.94",0.31%,"1,436.22",0.12%,359.6,"2,588",38.21,2.59%
22.3.2018,9:45:33,W,"1,483.42","1,477.15",0.42%,"1,470.44",0.88%,117.6,"1,224",29.05,1.93%
15.3.2018,9:48:17,W,"1,499.11","1,506.20",0.47%,"1,504.95",0.39%,158.1,"2,384",22.28,1.50%
8.3.2018,9:45:53,W,"1,479.48","1,483.92",0.30%,"1,481.35",0.13%,116.8,"1,678",21.98,1.46%
28.2.2018,9:45:09,W,"1,511.06","1,505.90",0.34%,"1,500.56",0.69%,117.9,"1,556",7.15,0.48%
22.2.2018,9:45:31,M,"1,502.25","1,498.75",0.23%,"1,499.34",0.19%,566.6,"2,761",8.38,0.56%
15.2.2018,9:52:41,W,"1,474.78","1,490.37",1.06%,"1,490.20",1.05%,168.3,"2,178",5.17,0.35%
8.2.2018,9:45:40,W,"1,497.33","1,495.54",0.12%,"1,478.52",1.26%,199.6,"2,118",50.4,3.26%
1.2.2018,9:45:21,W,"1,547.55","1,545.94",0.10%,"1,540.28",0.47%,116.1,"1,594",10.5,0.68%
25.1.2018,9:45:12,M,"1,538.76","1,535.44",0.22%,"1,543.13",0.28%,882.1,"2,441",8.03,0.52%
18.1.2018,9:45:17,W,"1,535.30","1,543.47",0.53%,"1,533.58",0.11%,102,"1,768",27.37,1.81%
11.1.2018,9:45:37,W,"1,516.89","1,516.10",0.05%,"1,531.65",0.97%,153.6,"2,070",11.08,0.73%
4.1.2018,9:45:51,W,"1,525.77","1,527.18",0.09%,"1,535.89",0.66%,269.7,"2,760",15.68,1.04%
28.12.2017,9:45:44,M,"1,506.40","1,511.50",0.34%,"1,512.48",0.40%,548,"2,973",34.84,2.36%
21.12.2017,9:45:40,W,"1,478.37","1,476.66",0.12%,"1,486.94",0.58%,92.4,"1,524",16.69,1.14%
14.12.2017,9:45:36,W,"1,457.83","1,459.97",0.15%,"1,461.34",0.24%,287,"2,615",14.39,1.00%
7.12.2017,9:45:42,W,"1,448.41","1,445.58",0.20%,"1,445.68",0.19%,189.8,"2,106",11.58,0.79%
30.11.2017,9:45:55,W,"1,449.28","1,457.16",0.54%,"1,455.32",0.42%,121.5,"1,910",41.25,2.91%
23.11.2017,10:10:36,M,"1,417.72","1,415.91",0.13%,"1,432.71",1.06%,603.4,"2,751",9.38,0.67%
16.11.2017,9:45:31,W,"1,400.05","1,406.53",0.46%,"1,405.60",0.40%,185.3,"1,757",17.15,1.20%
9.11.2017,9:53:23,W,"1,419.14","1,423.68",0.32%,"1,417.35",0.13%,311.4,"2,419",14.19,0.99%
2.11.2017,9:45:29,W,"1,442.90","1,437.87",0.35%,"1,427.62",1.06%,57.2,"1,413",2.17,0.15%
26.10.2017,9:45:49,M,"1,437.58","1,440.04",0.17%,"1,438.18",0.04%,380.4,"3,154",5.05,0.35%
19.10.2017,9:45:43,W,"1,447.39","1,445.09",0.16%,"1,435.56",0.82%,66.5,"2,096",0.83,0.06%
10.10.2017,9:45:07,W,"1,444.89","1,445.92",0.07%,"1,441.19",0.26%,40.6,"1,176",14.13,0.99%
3.10.2017,9:45:49,W,"1,429.88","1,431.79",0.13%,"1,432.90",0.21%,34.2,"1,118",4.22,0.30%
28.9.2017,9:45:10,M,"1,418.85","1,427.57",0.61%,"1,421.04",0.15%,682.1,"3,042",4.47,0.31%
19.9.2017,9:45:08,W,"1,424.96","1,423.10",0.13%,"1,419.90",0.36%,67.4,"1,362",6.12,0.43%
14.9.2017,9:45:49,W,"1,417.91","1,416.98",0.07%,"1,415.46",0.17%,122.8,"2,069",22.77,1.63%
7.9.2017,9:45:31,W,"1,393.31","1,394.21",0.06%,"1,388.09",0.37%,71.5,"1,677",2.06,0.15%
31.8.2017,9:45:02,W,"1,390.99","1,396.27",0.38%,"1,400.94",0.72%,40.9,"1,177",0.98,0.07%
24.8.2017,9:45:27,M,"1,395.75","1,395.29",0.03%,"1,396.08",0.02%,735.6,"2,882",1.04,0.07%
17.8.2017,9:45:07,W,"1,399.13","1,396.33",0.20%,"1,394.49",0.33%,134.8,"1,449",49.62,3.68%
10.8.2017,9:45:20,W,"1,376.87","1,346.71",2.19%,"1,363.50",0.97%,246.1,"3,520",88.83,6.19%
3.8.2017,9:45:30,W,"1,439.23","1,435.54",0.26%,"1,417.24",1.53%,98.4,"1,816",22.21,1.52%
27.7.2017,9:45:29,M,"1,453.64","1,457.75",0.28%,"1,451.48",0.15%,276.7,"2,022",1.31,0.09%
20.7.2017,9:45:03,W,"1,455.44","1,459.06",0.25%,"1,458.12",0.18%,82.6,"1,273",12.58,0.87%
13.7.2017,9:45:39,W,"1,442.12","1,446.48",0.30%,"1,456.12",0.97%,97.8,"1,965",13.56,0.95%
6.7.2017,9:45:44,W,"1,433.19","1,432.92",0.02%,"1,428.36",0.34%,112.5,"1,614",12.46,0.86%
29.6.2017,9:48:31,M,"1,436.23","1,445.38",0.64%,"1,433.63",0.18%,754.1,"4,262",2.31,0.16%
22.6.2017,9:45:58,W,"1,439.32","1,443.07",0.26%,"1,438.22",0.08%,118.6,"3,247",15.2,1.06%
15.6.2017,9:45:33,W,"1,428.98","1,427.87",0.08%,"1,423.62",0.38%,119.8,"2,744",1.6,0.11%
8.6.2017,9:45:20,W,"1,427.42","1,426.27",0.08%,"1,425.70",0.12%,149.7,"2,028",7.55,0.53%
1.6.2017,9:45:18,W,"1,419.36","1,418.72",0.05%,"1,421.14",0.13%,151.8,"2,397",3.09,0.22%
25.5.2017,9:45:28,M,"1,418.55","1,421.81",0.23%,"1,423.35",0.34%,668.2,"3,288",0.17,0.01%
18.5.2017,10:20:09,W,"1,419.73","1,421.98",0.16%,"1,412.19",0.53%,174.6,"2,221",5.34,0.37%
11.5.2017,9:45:51,W,"1,420.11","1,427.32",0.51%,"1,422.53",0.17%,37.1,"1,416",19.28,1.37%
4.5.2017,9:45:51,W,"1,403.50","1,408.04",0.32%,"1,409.95",0.46%,93.9,"1,896",1.92,0.14%
27.4.2017,9:45:39,M,"1,410.75","1,406.12",0.33%,"1,405.45",0.38%,390.3,"2,251",17.88,1.29%
20.4.2017,9:45:15,W,"1,389.29","1,388.24",0.08%,"1,393.14",0.28%,58.7,"1,355",4,0.29%
13.4.2017,9:45:02,W,"1,394.12","1,392.24",0.13%,"1,378.66",1.11%,56,"1,522",7.6,0.54%
6.4.2017,9:45:00,W,"1,409.90","1,399.84",0.71%,"1,400.30",0.68%,133.7,"1,979",9.85,0.71%
30.3.2017,9:45:30,M,"1,400.48","1,389.99",0.75%,"1,397.38",0.22%,776.3,"3,915",19.66,1.39%
23.3.2017,10:12:27,W,"1,416.01","1,409.65",0.45%,"1,415.99",0.00%,87.3,"1,633",40.06,2.76%
16.3.2017,9:45:05,W,"1,438.12","1,449.71",0.81%,"1,426.86",0.78%,46.1,"1,405",16.11,1.12%
9.3.2017,9:45:06,W,"1,438.81","1,433.60",0.36%,"1,439.21",0.03%,152,"1,909",14.26,0.98%
2.3.2017,9:45:11,W,"1,445.01","1,447.86",0.20%,"1,443.15",0.13%,229.6,"1,807",3,0.21%
23.2.2017,9:45:07,M,"1,447.80","1,444.86",0.20%,"1,444.00",0.26%,857.2,"3,143",13.1,0.90%
16.2.2017,9:45:39,W,"1,448.51","1,457.96",0.65%,"1,452.67",0.29%,182.3,"2,002",45.74,3.24%
9.2.2017,9:45:30,W,"1,408.42","1,412.22",0.27%,"1,418.08",0.69%,113.2,"1,391",1.71,0.12%
2.2.2017,9:45:00,W,"1,419.36","1,413.93",0.38%,"1,414.40",0.35%,99.8,"1,293",12.75,0.89%
26.1.2017,9:45:00,M,"1,421.19","1,426.68",0.39%,"1,423.69",0.18%,645,"1,685",14.49,1.01%
19.1.2017,9:45:03,W,"1,439.80","1,441.17",0.10%,"1,421.47",1.27%,118.6,"1,151",10,0.69%
12.1.2017,9:45:55,W,"1,458.71","1,451.17",0.52%,"1,450.06",0.59%,68.9,"1,648",14.55,0.99%
5.1.2017,9:45:26,W,"1,464.31","1,465.72",0.10%,"1,467.83",0.24%,216.7,"1,503",2.72,0.19%
29.12.2016,9:45:49,M,"1,478.96","1,468.44",0.71%,"1,470.78",0.55%,540.4,"2,033",8.6,0.59%
22.12.2016,9:45:56,W,"1,460.20","1,459.84",0.02%,"1,463.47",0.22%,43.2,"1,039",8.32,0.57%
15.12.2016,9:45:32,W,"1,455.11","1,451.52",0.25%,"1,455.92",0.06%,105,"1,857",10.21,0.71%
8.12.2016,9:45:23,W,"1,440.64","1,441.31",0.05%,"1,445.54",0.34%,135.5,"1,884",0.86,0.06%
1.12.2016,9:45:58,W,"1,445.90","1,442.17",0.26%,"1,438.25",0.53%,136,"1,982",9.62,0.66%
24.11.2016,9:45:00,M,"1,448.49","1,451.79",0.23%,"1,450.00",0.10%,258.9,"1,502",17.8,1.24%
17.11.2016,9:45:24,W,"1,432.33","1,433.99",0.12%,"1,432.48",0.01%,79,"1,424",3.12,0.22%
10.11.2016,9:45:42,W,"1,418.61","1,437.11",1.30%,"1,424.94",0.45%,106,"1,858",53.58,3.87%
3.11.2016,10:27:10,W,"1,388.81","1,383.53",0.38%,"1,387.60",0.09%,61.9,"1,014",38.67,2.72%
27.10.2016,9:45:57,M,"1,428.94","1,422.20",0.47%,"1,423.46",0.38%,381.5,"2,023",7.65,0.54%
20.10.2016,9:45:29,W,"1,429.85","1,429.85",0.00%,"1,429.76",0.01%,53.4,"1,121",0.69,0.05%
13.10.2016,9:45:16,W,"1,442.95","1,429.16",0.96%,"1,416.23",1.85%,67.9,"1,474",14.15,0.98%
6.10.2016,9:45:06,W,"1,440.42","1,443.31",0.20%,"1,435.24",0.36%,63.2,941,8.62,0.59%
29.9.2016,9:45:46,M,"1,450.90","1,451.93",0.07%,"1,442.93",0.55%,889.5,"2,750",1.15,0.08%
22.9.2016,9:45:35,W,"1,439.53","1,453.08",0.94%,"1,461.56",1.53%,65.2,"1,261",23.43,1.64%
15.9.2016,9:45:08,W,"1,432.28","1,429.65",0.18%,"1,434.60",0.16%,77.3,"1,448",35.14,2.40%
8.9.2016,9:45:39,W,"1,461.51","1,464.79",0.22%,"1,458.46",0.21%,96.7,"1,525",17.22,1.19%
1.9.2016,9:45:12,W,"1,447.01","1,447.57",0.04%,"1,445.08",0.13%,40.8,"1,024",2.45,0.17%
25.8.2016,9:45:04,M,"1,467.88","1,445.12",1.55%,"1,453.84",0.96%,387,"2,405",23.11,1.57%
18.8.2016,9:45:50,W,"1,465.03","1,468.23",0.22%,"1,468.41",0.23%,35.6,"1,012",3.29,0.22%
11.8.2016,9:45:11,W,"1,462.70","1,471.52",0.60%,"1,467.44",0.32%,89.9,"1,260",19.93,1.37%
4.8.2016,9:45:06,W,"1,450.23","1,451.59",0.09%,"1,456.41",0.43%,42.5,"1,154",11.27,0.77%
28.7.2016,9:45:44,M,"1,458.58","1,462.86",0.29%,"1,452.07",0.45%,486.2,"1,759",6.69,0.46%
21.7.2016,9:45:10,W,"1,468.32","1,469.55",0.08%,"1,467.68",0.04%,42.7,879,15.68,1.08%
14.7.2016,9:45:58,W,"1,449.26","1,453.87",0.32%,"1,460.97",0.81%,124.2,"1,272",49.59,3.53%
7.7.2016,9:45:46,W,"1,398.10","1,404.28",0.44%,"1,412.44",1.03%,70,"1,279",5.04,0.36%
30.6.2016,9:45:31,W,"1,399.53","1,399.24",0.02%,"1,397.95",0.11%,40.9,956,37.32,2.60%
23.6.2016,9:45:44,M,"1,433.58","1,436.56",0.21%,"1,432.64",0.07%,812.6,"2,320",33.31,2.37%
16.6.2016,9:45:41,W,"1,420.30","1,403.25",1.20%,"1,408.68",0.82%,66.6,"1,281",29.91,2.09%
9.6.2016,9:45:15,W,"1,439.51","1,433.16",0.44%,"1,430.44",0.63%,90.7,"1,873",5.08,0.35%
2.6.2016,9:45:10,W,"1,440.45","1,438.24",0.15%,"1,444.86",0.31%,77.1,"1,115",9.66,0.68%
26.5.2016,9:51:52,M,"1,440.69","1,428.58",0.84%,"1,430.50",0.71%,663.5,"2,424",22.08,1.57%
19.5.2016,9:45:10,W,"1,410.36","1,406.50",0.27%,"1,398.45",0.84%,83.4,"1,297",7.06,0.50%
10.5.2016,9:45:11,W,"1,410.14","1,413.56",0.24%,"1,420.90",0.76%,86.1,"1,230",1.51,0.11%
5.5.2016,9:45:00,W,"1,406.31","1,415.07",0.62%,"1,410.84",0.32%,96.5,"1,137",25.85,1.79%
27.4.2016,9:45:44,M,"1,463.89","1,440.92",1.57%,"1,438.66",1.72%,629.4,"3,790",60.82,4.05%
21.4.2016,9:45:00,W,"1,498.60","1,501.74",0.21%,"1,496.41",0.15%,73.8,"1,234",27.77,1.88%
14.4.2016,9:45:38,W,"1,467.11","1,473.97",0.47%,"1,474.23",0.49%,165.8,"1,701",20.86,1.44%
7.4.2016,9:45:22,W,"1,443.92","1,453.11",0.64%,"1,443.50",0.03%,64.2,"1,306",1.92,0.13%
31.3.2016,9:45:16,W,"1,462.52","1,455.03",0.51%,"1,450.39",0.83%,86.5,"1,588",40.68,2.72%
23.3.2016,9:45:36,M,"1,488.35","1,495.71",0.49%,"1,485.90",0.16%,418.8,"2,189",0.85,0.06%
17.3.2016,10:10:26,W,"1,488.76","1,494.86",0.41%,"1,483.21",0.37%,101.1,"1,448",22.03,1.50%
10.3.2016,9:45:11,W,"1,466.47","1,472.83",0.43%,"1,478.61",0.83%,71.5,"1,279",14.03,0.96%
3.3.2016,9:45:51,W,"1,447.89","1,458.80",0.75%,"1,449.75",0.13%,110.6,"2,288",27.36,1.91%
25.2.2016,9:45:51,M,"1,420.76","1,431.44",0.75%,"1,427.09",0.45%,554.9,"2,324",14.15,0.98%
18.2.2016,9:45:55,W,"1,429.96","1,445.59",1.09%,"1,418.22",0.82%,68,"1,612",42.87,3.06%
11.2.2016,9:52:32,W,"1,422.49","1,402.72",1.39%,"1,383.34",2.75%,97.9,"2,175",60.62,4.14%
4.2.2016,9:51:54,W,"1,448.10","1,463.34",1.05%,"1,454.56",0.45%,41.7,"1,271",12.22,0.84%
28.1.2016,9:45:43,M,"1,447.85","1,451.12",0.23%,"1,452.17",0.30%,862.8,"1,724",23.67,1.66%
21.1.2016,9:45:14,W,"1,433.58","1,427.45",0.43%,"1,439.99",0.45%,85.5,"1,575",51.45,3.48%
14.1.2016,9:45:13,W,"1,497.78","1,478.90",1.26%,"1,454.40",2.90%,77.4,"1,423",24.01,1.60%
7.1.2016,9:45:24,W,"1,523.41","1,502.91",1.35%,"1,493.97",1.93%,142.9,"1,705",25.04,1.64%
31.12.2015,9:45:14,W,"1,527.96","1,527.95",0.00%,"1,528.74",0.05%,71.8,993,21.28,1.41%
24.12.2015,9:45:00,M,"1,498.00","1,506.67",0.58%,"1,517.44",1.30%,426,"2,272",7.27,0.48%
17.12.2015,9:45:48,W,"1,501.65","1,513.94",0.82%,"1,519.08",1.16%,150.3,"2,151",28,1.82%
10.12.2015,9:45:25,W,"1,544.41","1,541.94",0.16%,"1,533.22",0.72%,159.1,"1,298",26.91,1.72%
3.12.2015,9:45:05,W,"1,575.40","1,568.85",0.42%,"1,561.17",0.90%,80.2,"1,200",13.19,0.85%
26.11.2015,9:45:48,M,"1,560.23","1,555.66",0.29%,"1,561.49",0.08%,612.8,"2,882",29.62,1.87%
19.11.2015,9:45:12,W,"1,569.26","1,585.28",1.02%,"1,573.66",0.28%,75.2,"1,181",14.5,0.92%
12.11.2015,9:45:39,W,"1,574.12","1,570.78",0.21%,"1,557.49",1.06%,51.3,"1,090",14.05,0.89%
5.11.2015,9:45:51,W,"1,583.00","1,584.83",0.12%,"1,581.79",0.08%,36,768,11.09,0.70%
29.10.2015,9:45:26,M,"1,566.15","1,573.74",0.48%,"1,573.54",0.47%,395.9,"1,527",31.16,2.02%
22.10.2015,9:45:28,W,"1,547.47","1,542.58",0.32%,"1,545.29",0.14%,88,964,21.12,1.39%
15.10.2015,9:45:00,W,"1,510.37","1,521.46",0.73%,"1,527.07",1.11%,112.8,"1,353",11.28,0.74%
8.10.2015,9:45:17,W,"1,534.86","1,532.74",0.14%,"1,519.72",0.99%,83.1,"1,074",39.75,2.66%
1.10.2015,9:45:27,W,"1,490.98","1,492.99",0.13%,"1,488.54",0.16%,102.9,"1,371",50.28,3.26%
24.9.2015,9:53:14,M,"1,579.34","1,543.27",2.28%,"1,524.08",3.50%,923.9,"3,432",56.42,3.53%
17.9.2015,9:45:30,W,"1,595.26","1,599.69",0.28%,"1,594.83",0.03%,45.6,"1,038",10.99,0.69%
10.9.2015,9:45:30,W,"1,598.16","1,588.70",0.59%,"1,593.67",0.28%,90.1,862,17.02,1.06%
3.9.2015,9:45:19,W,"1,592.33","1,605.72",0.84%,"1,606.26",0.87%,60.3,"1,081",1.39,0.09%
27.8.2015,9:45:18,M,"1,591.19","1,604.33",0.83%,"1,596.56",0.34%,803,"2,563",103.03,6.03%
20.8.2015,9:45:37,W,"1,708.71","1,707.36",0.08%,"1,695.11",0.80%,75.1,"1,138",8.01,0.47%
13.8.2015,9:45:40,W,"1,700.38","1,715.37",0.88%,"1,711.66",0.66%,292.3,"1,469",6.88,0.40%
6.8.2015,9:45:00,W,"1,723.56","1,722.25",0.08%,"1,716.65",0.40%,116.4,"1,088",6.64,0.38%
30.7.2015,9:45:22,M,"1,717.72","1,728.89",0.65%,"1,712.61",0.30%,808.7,"2,901",24.78,1.45%
23.7.2015,9:45:47,W,"1,701.19","1,704.11",0.17%,"1,702.05",0.05%,64.2,929,15.43,0.91%
16.7.2015,9:45:40,W,"1,685.41","1,688.68",0.19%,"1,694.07",0.51%,111.2,"1,254",39.41,2.39%
9.7.2015,9:45:45,W,"1,641.05","1,649.27",0.50%,"1,658.06",1.04%,87.7,"1,325",19.07,1.14%
2.7.2015,9:45:07,W,"1,673.69","1,668.34",0.32%,"1,663.90",0.58%,101.7,"1,214",1.2,0.07%
25.6.2015,9:45:55,M,"1,682.32","1,669.54",0.76%,"1,671.33",0.65%,"1,150.00","3,508",11.9,0.71%
18.6.2015,9:45:10,W,"1,688.12","1,681.44",0.40%,"1,684.90",0.19%,89.8,"1,440",9.32,0.55%
11.6.2015,9:45:41,W,"1,686.02","1,690.76",0.28%,"1,697.13",0.66%,137.1,"1,681",5.46,0.32%
4.6.2015,9:45:41,W,"1,704.92","1,696.22",0.51%,"1,696.74",0.48%,198.1,"2,450",12.61,0.75%
28.5.2015,9:57:03,M,"1,686.78","1,683.61",0.19%,"1,677.03",0.58%,"1,100.60","3,592",21.29,1.25%
21.5.2015,9:45:15,W,"1,705.94","1,704.90",0.06%,"1,715.58",0.57%,157.3,"1,389",44.44,2.68%
14.5.2015,9:45:15,W,"1,659.22","1,660.46",0.07%,"1,658.69",0.03%,76.6,"1,259",38.52,2.37%
7.5.2015,9:45:22,W,"1,622.31","1,621.94",0.02%,"1,632.78",0.65%,98.3,"1,262",18.87,1.15%
30.4.2015,9:45:25,W,"1,648.56","1,640.81",0.47%,"1,644.85",0.23%,162,"2,031",34.37,2.05%
21.4.2015,9:45:28,M,"1,679.46","1,675.18",0.25%,"1,683.35",0.23%,981.7,"3,489",15.18,0.90%
16.4.2015,9:45:52,W,"1,686.60","1,690.36",0.22%,"1,686.31",0.02%,101,"1,435",35.26,2.13%
8.4.2015,9:45:00,W,"1,660.75","1,655.10",0.34%,"1,650.84",0.60%,78.5,"1,032",21.25,1.30%
2.4.2015,9:45:08,W,"1,630.83","1,633.85",0.19%,"1,640.87",0.62%,55.3,"1,030",41.49,2.61%
26.3.2015,9:45:36,M,"1,611.44","1,592.36",1.18%,"1,594.18",1.07%,975.8,"2,957",13.76,0.87%
19.3.2015,9:45:17,W,"1,578.90","1,578.60",0.02%,"1,601.20",1.41%,90.2,"1,381",16.52,1.06%
12.3.2015,9:45:21,W,"1,561.81","1,562.08",0.02%,"1,565.75",0.25%,91.2,"1,547",29.02,1.89%
4.3.2015,9:45:39,W,"1,526.59","1,533.06",0.42%,"1,529.78",0.21%,133.9,"1,989",18.08,1.19%
26.2.2015,9:45:34,M,"1,508.50","1,514.98",0.43%,"1,517.94",0.63%,688.5,"2,814",29.9,2.01%
19.2.2015,9:45:49,W,"1,483.67","1,485.08",0.10%,"1,485.78",0.14%,106.9,"1,794",32.68,2.25%
12.2.2015,9:45:08,W,"1,457.47","1,452.40",0.35%,"1,452.46",0.34%,55.9,"1,003",5.42,0.37%
5.2.2015,9:45:58,W,"1,457.18","1,457.82",0.04%,"1,461.33",0.28%,59.3,"1,619",11.6,0.80%
29.1.2015,9:45:56,M,"1,453.17","1,446.22",0.48%,"1,447.85",0.37%,676.8,"2,121",15.71,1.07%
22.1.2015,9:45:35,W,"1,458.76","1,461.93",0.22%,"1,455.66",0.21%,79.9,"1,244",10.1,0.69%
15.1.2015,9:45:46,W,"1,465.44","1,472.03",0.45%,"1,463.33",0.14%,129,"1,948",8.05,0.55%
8.1.2015,9:45:00,W,"1,462.16","1,463.98",0.12%,"1,469.58",0.51%,119.1,"1,298",3.86,0.26%
1.1.2015,9:45:21,W,"1,464.99","1,460.12",0.33%,"1,461.97",0.21%,52.7,958,0.61,0.04%
25.12.2014,9:45:02,M,"1,460.03","1,460.73",0.05%,"1,464.59",0.31%,561.9,"1,734",15.42,1.04%
18.12.2014,9:45:25,W,"1,468.20","1,476.15",0.54%,"1,481.88",0.93%,96.8,"1,293",1.41,0.10%
11.12.2014,9:45:07,W,"1,481.05","1,477.56",0.24%,"1,487.81",0.46%,71.4,928,5.78,0.39%
4.12.2014,9:45:50,W,"1,478.84","1,483.34",0.30%,"1,485.23",0.43%,108.3,"1,419",11.22,0.76%
27.11.2014,10:04:28,M,"1,470.36","1,472.12",0.12%,"1,477.59",0.49%,575.6,"2,396",16.52,1.13%
20.11.2014,9:45:26,W,"1,451.74","1,455.60",0.27%,"1,453.26",0.10%,83.6,"1,633",7.88,0.54%
13.11.2014,9:45:33,W,"1,444.95","1,447.72",0.19%,"1,445.78",0.06%,44.7,"1,019",0.09,0.01%
6.11.2014,9:45:30,W,"1,450.95","1,447.63",0.23%,"1,451.11",0.01%,104.7,809,23.39,1.64%
30.10.2014,9:45:27,M,"1,434.03","1,424.24",0.68%,"1,424.37",0.67%,967.6,"3,385",14.36,1.00%
23.10.2014,9:45:11,W,"1,443.53","1,438.60",0.34%,"1,445.83",0.16%,46.6,654,6.42,0.45%
14.10.2014,9:45:54,W,"1,444.01","1,432.18",0.82%,"1,433.24",0.75%,83,"1,280",28.54,1.95%
7.10.2014,9:45:20,W,"1,462.32","1,460.72",0.11%,"1,462.97",0.04%,164,"1,330",14.89,1.03%
2.10.2014,9:45:42,W,"1,451.27","1,445.83",0.37%,"1,451.33",0.00%,122.9,"1,322",3.75,0.26%
23.9.2014,9:45:39,M,"1,452.19","1,442.08",0.70%,"1,456.28",0.28%,415.5,"2,271",0.29,0.02%
18.9.2014,9:45:15,W,"1,439.03","1,442.37",0.23%,"1,446.96",0.55%,97.3,"1,336",13.56,0.95%
11.9.2014,9:45:22,W,"1,422.85","1,428.81",0.42%,"1,424.08",0.09%,111,"1,654",5.92,0.42%
4.9.2014,9:45:47,W,"1,420.95","1,422.89",0.14%,"1,424.32",0.24%,96.5,"1,116",10.82,0.77%
28.8.2014,9:45:33,M,"1,408.54","1,412.07",0.25%,"1,404.41",0.29%,580.9,"2,199",36.73,2.67%
21.8.2014,9:45:49,W,"1,374.34","1,375.34",0.07%,"1,379.01",0.34%,21.2,632,10.34,0.75%
14.8.2014,9:45:09,W,"1,386.02","1,385.68",0.02%,"1,389.35",0.24%,50.2,980,4.69,0.34%
7.8.2014,9:58:13,W,"1,388.88","1,390.37",0.11%,"1,386.16",0.20%,99.3,"1,013",8.56,0.61%
31.7.2014,9:45:23,W,"1,398.79","1,398.93",0.01%,"1,392.45",0.45%,118.4,"1,092",3.44,0.25%
24.7.2014,9:45:12,M,"1,396.47","1,402.37",0.42%,"1,398.24",0.13%,623,"2,554",1.1,0.08%
17.7.2014,9:45:16,W,"1,400.26","1,401.27",0.07%,"1,401.26",0.07%,80,"1,345",22.18,1.61%
10.7.2014,9:48:35,W,"1,376.30","1,379.09",0.20%,"1,371.61",0.34%,94.6,"1,774",1.68,0.12%
3.7.2014,9:45:12,W,"1,382.60","1,380.77",0.13%,"1,391.87",0.67%,99.6,"1,155",8.2,0.59%
26.6.2014,9:45:31,M,"1,388.64","1,388.97",0.02%,"1,384.36",0.31%,731.8,"2,867",16.86,1.20%
19.6.2014,9:45:38,W,"1,398.54","1,405.83",0.52%,"1,404.60",0.43%,89.5,988,3.49,0.25%
12.6.2014,9:45:43,W,"1,400.62","1,402.34",0.12%,"1,397.39",0.23%,152.8,"1,205",4.72,0.34%
5.6.2014,9:45:03,W,"1,397.73","1,397.62",0.01%,"1,400.42",0.19%,84,"1,350",1.77,0.13%
29.5.2014,9:45:05,M,"1,397.28","1,395.85",0.10%,"1,393.42",0.28%,516.9,"1,833",11.15,0.81%
22.5.2014,9:45:00,W,"1,387.91","1,384.70",0.23%,"1,389.31",0.10%,92.2,"1,109",0.05,0.00%
15.5.2014,9:45:31,W,"1,383.52","1,384.75",0.09%,"1,378.27",0.38%,88.6,"1,256",11.22,0.82%
8.5.2014,9:45:48,W,"1,367.90","1,373.53",0.41%,"1,372.18",0.31%,117.9,"1,420",1.98,0.14%
1.5.2014,9:45:07,W,"1,378.93","1,375.51",0.25%,"1,379.88",0.07%,55.3,"1,127",14.64,1.05%
24.4.2014,9:45:47,M,"1,392.49","1,390.15",0.17%,"1,389.92",0.18%,469.8,"2,363",10.7,0.76%
17.4.2014,9:45:29,W,"1,400.15","1,400.85",0.05%,"1,389.02",0.79%,109.4,"1,298",20.86,1.47%
